Date,^AXJO,^BSESN,^GSPC,^HSI,^JKSE,^KLSE,^KS11,^N225,^NSEI,^NZ50,^STI,^TWII
2011-01-11,4710.7001953125,19196.33984375,1274.47998046875,23760.33984375,3455.126953125,1562.93994140625,2088.320068359375,10510.6796875,5754.10009765625,3329.760009765625,3241.489990234375,8931.3603515625
2011-01-12,4724.2001953125,19534.099609375,1285.9599609375,24125.609375,3554.76611328125,1566.489990234375,2094.949951171875,10512.7998046875,5863.25,3334.580078125,3244.93994140625,8965.0
2011-01-13,4795.2001953125,19182.8203125,1283.760009765625,24238.98046875,3564.93701171875,1571.56005859375,2089.47998046875,10589.759765625,5751.89990234375,3373.7099609375,3255.8701171875,8975.580078125
2011-01-14,4801.5,18860.439453125,1293.239990234375,24283.23046875,3569.14404296875,1569.8900146484375,2108.169921875,10499.0400390625,5654.5498046875,3369.889892578125,3245.9599609375,8972.509765625
2011-01-18,4801.7998046875,19092.05078125,1295.02001953125,24153.98046875,3548.64892578125,1570.0400390625,2096.47998046875,10518.98046875,5724.0498046875,3343.739990234375,3249.580078125,8988.0
2011-01-19,4834.60009765625,18978.3203125,1281.9200439453125,24419.619140625,3534.283935546875,1566.510009765625,2115.68994140625,10557.099609375,5691.0498046875,3346.02001953125,3241.9599609375,9086.01953125
2011-01-20,4783.7001953125,19046.5390625,1280.260009765625,24003.69921875,3454.117919921875,1566.510009765625,2106.659912109375,10437.3095703125,5711.60009765625,3339.2900390625,3205.47998046875,9022.169921875
2011-01-21,4755.7001953125,19007.529296875,1283.3499755859375,23876.859375,3379.54296875,1547.4300537109375,2069.919921875,10274.51953125,5696.5,3352.719970703125,3184.60009765625,8954.3798828125
2011-01-24,4786.0,19151.279296875,1290.8399658203125,23801.779296875,3346.06103515625,1542.969970703125,2082.159912109375,10345.1103515625,5743.25,3352.659912109375,3185.760009765625,8947.7900390625
2011-01-25,4807.7998046875,18969.44921875,1291.1800537109375,23788.830078125,3433.906005859375,1526.4300537109375,2086.669921875,10464.419921875,5687.39990234375,3359.070068359375,3181.14990234375,8991.3896484375
2011-01-26,4807.7998046875,18969.44921875,1296.6300048828125,23843.240234375,3501.717041015625,1520.0,2110.4599609375,10401.900390625,5687.39990234375,3354.719970703125,3220.780029296875,9055.58984375
2011-01-27,4806.10009765625,18684.4296875,1299.5400390625,23779.619140625,3514.6240234375,1526.9599609375,2115.010009765625,10478.66015625,5604.2998046875,3350.929931640625,3219.830078125,9102.330078125
2011-01-28,4774.89990234375,18395.970703125,1276.3399658203125,23617.01953125,3487.610107421875,1521.8900146484375,2107.8701171875,10360.33984375,5512.14990234375,3352.639892578125,3229.68994140625,9145.349609375
2011-01-31,4753.89990234375,18327.759765625,1286.1199951171875,23447.33984375,3409.1669921875,1519.93994140625,2069.72998046875,10237.919921875,5505.89990234375,3338.739990234375,3179.719970703125,9145.349609375
2011-02-01,4752.10009765625,18022.220703125,1307.5899658203125,23482.94921875,3442.5009765625,1519.93994140625,2072.030029296875,10274.5,5417.2001953125,3348.4599609375,3184.739990234375,9145.349609375
2011-02-02,4796.5,18090.619140625,1304.030029296875,23908.9609375,3480.825927734375,1531.8199462890625,2072.030029296875,10457.3603515625,5432.0,3352.300048828125,3211.1201171875,9145.349609375
2011-02-07,4868.5,18037.189453125,1319.050048828125,23553.58984375,3487.70703125,1535.5999755859375,2081.739990234375,10592.0400390625,5396.0,3387.409912109375,3192.179931640625,9145.349609375
2011-02-08,4890.39990234375,17775.69921875,1324.5699462890625,23484.30078125,3459.93310546875,1539.550048828125,2069.699951171875,10635.98046875,5312.5498046875,3383.169921875,3185.360107421875,9111.4599609375
